#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
war_elephants;War Beasts;;;;;;;;;;;;x
war_elephants_offensive;War Beasts Offensive;;;;;;;;;;;;x
war_elephants_defensive;War Beasts Defensive;;;;;;;;;;;;x
war_elephants_morale;War Beasts Morale;;;;;;;;;;;;x
tax_levy_law_theocracy_2_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_theocracy_3;Tax Shifted Temple Obligations;Obligations d'Église avec plus d'impôts;Pflichten des Klerus: tendenziell mehr Steuern;;Obligaciones de la iglesia favorables a los impuestos.;;;;;;;;;x
tax_levy_law_theocracy_3_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_theocracy_4;Balanced Temple Obligations;Obligations d'Église équilibrées;Pflichten des Klerus: ausgeglichen;;Obligaciones de la iglesia equilibradas;;;;;;;;;x
tax_levy_law_theocracy_4_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_theocracy_5;Levy Shifted Temple Obligations;Obligations d'Église avec plus de levée;Pflichten des Klerus: tendenziell mehr Truppen;;Obligaciones de la iglesia favorables a las levas;;;;;;;;;x
tax_levy_law_theocracy_5_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_theocracy_6;Slightly Levy Focused Temple Obligations;Obligations d'Église avec faible accent sur la levée;Pflichten des Klerus: leicht auf Truppen fokussiert;;Obligaciones de la iglesia ligeramente centradas en las levas;;;;;;;;;x
tax_levy_law_theocracy_6_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_theocracy_7;Levy Focused Temple Obligations;Obligations d'Église avec accent sur la levée;Pflichten des Klerus: auf Truppen fokussiert;;Obligaciones de la iglesia centradas en las levas;;;;;;;;;x
tax_levy_law_theocracy_7_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_theocracy_8;Heavily Levy Focused Temple Obligations;Obligations d'Église avec fort accent sur la levée;Pflichten des Klerus: deutlich auf Truppen fokussiert;;Obligaciones de la iglesia profundamente centradas en las levas;;;;;;;;;x
tax_levy_law_theocracy_8_desc;This law governs how much tax and levies the Temples in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées l'Église du royaume est obligée de s'acquitter. Les prêtres ont tendance à favoriser un mélange de levée de troupes pour leur seigneur et de paiement d'impôts.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
DEATH_SACRIFICED_NO_KILLER;was offered up as a sacrifice to the Gods;a été offert en sacrifice aux Dieux;wurde in einem Opferritual den heidnischen Göttern geopfert;;fue ofrecido en sacrificio a los dioses Paganos;;;;;;;;;x
dwarf;Short;;;;;;;;;;;;;x
dwarf_desc;This character is of short stature;;;;;;;;;;;;;x
OPINION_OF_POPE;Opinion of Religious Head;;;;;;;;;;;;;x
STAT_LEARNING_DESC;Learning is the primary attribute of the Priest and affects the rate of technological innovation.;;;;;;;;;;;;;x
MAPMODE_DUCHIES_DESC;This map mode shows all the geographical and traditional ('de jure') duchies.;;;;;;;;;;;;;x
MAPMODE_KINGDOMS_DESC;This map mode shows all the geographical and traditional ('de jure') kingdoms.;;;;;;;;;;;;;x
MAPMODE_EMPIRES_DESC;This map mode shows all the geographical and traditional ('de jure') empires.;;;;;;;;;;;;;x
title_master_of_the_hunt;Royal Huntsman;;;;;;;;;;;;;x
scholar_desc;This character leads the life of a scholar, poring over books and corresponding with the finest minds of world.;;;;;;;;;;;;;x
MAPMODE_DYNASTY_DESC;This map mode shows the ruling dynasties of each realm.;;;;;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with one of the most eligible potential spouses.;;;;;;;;;;;;;x
ARRANGE_MARRIAGE_DESC;Arrange a marriage with one of the most eligible potential spouses.;;;;;;;;;;;;;x
EVTDESC100180;It's hard being a good [Root.Religion.GetName] these days, but my friend truly shocked me when I realized we did not share the same religion. My dear friend is a heretic!;;;;;;;;;;;;;x
EVTOPTA100180;I shall try to convert my friend to the one true faith!;;;;;;;;;;;;;x
EVTTOOLTIP100181;[Root.GetTitledFirstName] tries to convert [This.GetTitledFirstName] to a proper [Root.Religion.GetName];;;;;;;;;;;;;x
EVTOPTB100180;Who cares about religion anyway? I don't!;;;;;;;;;;;;;x
EVTTOOLTIP100182;[Root.GetTitledFirstName] accepts that [This.GetTitledFirstName] is a [This.Religion.GetName];;;;;;;;;;;;;x
EVTOPTD100180;I can't be friends with a heretic!;;;;;;;;;;;;;x
EVTTOOLTIP100184;[Root.GetTitledFirstName] is no longer friends with [This.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC100181;[From.GetTitledFirstName] is a devout [From.Religion.GetName], so when I told [From.GetHerHim] that I believed in [Root.Religion.GetRandomGodName] rather than [From.Religion.GetRandomGodName] I knew what [From.GetSheHe] was going to say. After a long, heated discussion about religion, considered disadvantages and advantages of our respective religions I decided to...;;;;;;;;;;;;;x
EVTOPTA100181;...keep my religion but lose my friend;;;;;;;;;;;;;x
EVTTOOLTIP100185;[Root.GetTitledFirstName] cannot be friends with someone who does not respect [Root.GetHerHis] religion;;;;;;;;;;;;;x
EVTOPTB100181;...keep my friend and convert to the [From.Religion.GetName] religion;;;;;;;;;;;;;x
EVTTOOLTIP100186;[Root.GetTitledFirstName] converts to [From.GetTitledFirstName]'s religion;;;;;;;;;;;;;x
EVTOPTC100181;...keep both my religion and my friend;;;;;;;;;;;;;x
EVTDESC100182;I feared what [From.GetTitledFirstName] would say when I told [From.GetHerHim] that I did not believe in [From.Religion.GetRandomGodName], that I am a devout [Root.Religion.GetName] and I would not give up my religion for anyone. [From.GetTitledFirstName] was more understanding than I would've thought [From.GetHerHim] to be, and after asking some questions [From.GetSheHe] seemed to accept me and my religion.;;;;;;;;;;;;;x
EVTOPTA100182;A friend like you is hard to find, [From.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC100184;It went exactly as I had feared - [From.GetTitledFirstName] couldn't accept me being a [Root.Religion.GetName] and condemned me and my religion. I tried to reason with [From.GetTitledFirstName] and told [From.GetHerHim] about all the similarities with [From.GetHerHis] religion and [From.Religion.GetName] but I was talking to deaf ears.;;;;;;;;;;;;;x
EVTOPTA100184; [From.GetTitledFirstName] decided [From.GetSheHe] couldn't be friends with a heretic;;;;;;;;;;;;;x
EVTDESC100185;I tried talking to [From.GetTitledFirstName], discuss, argue, everything! Nothing I said, nothing I did could convince [From.GetTitledFirstName] to abandon [From.GetHerHis] heretical ways and embrace the one true faith, the [Root.Religion.GetName] religion. Our disagreement about religion were never solved and [From.GetTitledFirstName] told me I was no longer [From.GetHerHis] friend...;;;;;;;;;;;;;x
EVTOPTA100185;I agree, we can no longer be friends;;;;;;;;;;;;;x
EVTDESC100186;The difference between a [Root.Religion.GetName] and a [From.Religion.GetName] is that...'\nI reasoned with [From.GetTitledFirstName] about [From.GetHerHis] religion and tried to explain why being a [From.Religion.GetName] in this day and age was a bad idea.;;;;;;;;;;;;;x
EVTOPTA100186;[From.GetTitledFirstName] decided to convert and become a [Root.Religion.GetName];;;;;;;;;;;;;x
EVTOPTB100186;[From.GetTitledFirstName] did not heed my warning;;;;;;;;;;;;;x
EVTDESC9023;Honoured [Root.GetTitle],\n\nI am not surprised that you would stoop so low, but your attempt to blackmail me is in vain. I have nothing to hide.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTALoR.886;Tell us more about this mythical realm of Ind.;;;;;;;;;;;;;x
employ_priest;Invite Priest to Court;;;;;;;;;;;;;x
employ_priest_desc;Scour the land for a priest to join my court and advise me on religious matters.;;;;;;;;;;;;;x
EVTOPTA20043;By [Root.Religion.GetRandomGodName], let me through!;;;;;;;;;;;;;x
EVTDESC20050;Your charity work in [Root.Location.GetName] goes well. [Root.Religion.GetRandomGodName] would approve of your Master's actions. Perhaps you should send word.;;;;;;;;;;;;;x
EVTOPTA20051;We can still do much good.;;;;;;;;;;;;;x
EVTDESC20049;Word has reached you that [From.GetTitledName], has given in to weakness and helped [From.GetHerselfHimself] to the alms [From.GetSheHe] was meant to distribute amongst the poor.;;;;;;;;;;;;;x
EVTDESC20046;[From.GetTitledName], was cornered by a desperate crowd of beggars in [From.Location.GetName] and has been seriously wounded while giving alms to the poor in your name. Charity can be dangerous work.;;;;;;;;;;;;;x
EVTDESC20047;[From.GetTitledName], who was performing charity work in your name, made the ultimate sacrifice when he was cornered by a desperate crowd of beggars in [From.Location.GetName] and trampled to death.;;;;;;;;;;;;;x
EVTDESC20042;[FromFrom.GetTitledName], reports that [From.GetTitledName] has been humbled by your endless generosity to the poor in [From.Location.GetName]. The peasants are singing your name!;;;;;;;;;;;;;x
EVTDESC73010;I have been reading [Root.Religion.GetScriptureName], and it claims that death is not something a true follower [Root.Religion.GetRandomGodName] should be afraid of.;;;;;;;;;;;;;x
EVTOPTB73011;Forgive me [Root.Religion.GetRandomGodName], for I have sinned.;;;;;;;;;;;;;x
impaler;Torturer;;;;;;;;;;;;;x
impaler_desc;This character likes to spend the nights in the dungeon, inventing new ways of torturing unfortunate victims.;;;;;;;;;;;;;x
EVTDESC3615;It is time to pass my legacy to my child! The torture methods I have refined, the secrets only I and other masters of he art know and the use of instruments of torture.;;;;;;;;;;;;;x
EVTDESC3616;My [GetFromRelation] [From.GetFirstName] asked me if I wanted to watch a prisoner being tortured. [From.GetSheHeCap] wants me to become a master torturer, just as [From.GetSheHe] [From.GetHerselfHimself].;;;;;;;;;;;;;x
MODIFIER_REMOVED;'§Y$WHAT$§!' will be removed from $WHERE$.\n;;;;;;;;;;;;;x
BISHOP_LOYALTY_DESC;Priests are not obliged to pay any taxes - or provide levies - to their secular liege. They will pay the religious head or their secular liege depending on who they like best.;;;;;;;;;;;;;x
vassal_blinding_decision_desc;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. A severe punishment as a blind [Root.GetManWoman] is threat to no one.;;;;;;;;;;;;;x
CANDIDATE_SCORE;§YAppointment Score§!;;;;;;;;;;;;;x
EVTDESCLoR.830;Your prisoner has been blinded and released. The fool should have knows better than to look at you with scornful eyes.;;;;;;;;;;;;;x
greedy_desc;The character is infamously greedy, always wanting more and more.;;;;;;;;;;;;;x
charitable_desc;This character is famously charitable, always willing to help those in need.;;;;;;;;;;;;;x
slothful_desc;This character is shockingly lazy, neglecting his duties and responsibilities.;;;;;;;;;;;;;x
diligent_desc;This character is dutiful and diligent, always bustling around and managing to keep himself busy.;;;;;;;;;;;;;x
envious_desc;This character is envious, having insatiable desire of others' possessions.;;;;;;;;;;;;;x
kind_desc;This character is kind and full of empathy, always thinking more about others then himself.;;;;;;;;;;;;;x
wroth_desc;This character certainly has a hot temper, and always rushes into action without thinking.;;;;;;;;;;;;;x
patient_desc;This character is patient, willing to invest time and care in everything he does.;;;;;;;;;;;;;x
lustful_desc;This character is lustful, possessing intense desire for pleasure.;;;;;;;;;;;;;x
chaste_desc;This character is a perfect example of chastity, placing his virtue before the carnal desires.;;;;;;;;;;;;;x
proud_desc;This character is proud, always boasting about his deeds no matter how insignificant.;;;;;;;;;;;;;x
humble_desc;This character is modest, never boasting, always doing everything with humbleness.;;;;;;;;;;;;;x
gluttonous_desc;This character enjoys the small pleasures of life - good food, good drinks and maybe more food.;;;;;;;;;;;;;x
temperate_desc;This character believes in the virtue of moderation and always avoiding excess.;;;;;;;;;;;;;x
